gun,saat,cinsiyet,bolge,uyelik_tipi,uye_sayisi,memnuniyet
Pazartesi,11:00,Erkek,Yuzme Havuzu,Standart,14,8.4
Pazartesi,11:00,Erkek,Grup Stüdyosu,VIP,7,8.7
Pazartesi,11:00,Erkek,SPA & Sauna,Standart,11,8.6
Pazartesi,11:00,Kadin,Agirlik Istasyonu,VIP,3,7.6
Pazartesi,11:00,Kadin,Kardiyo,VIP,21,7.3
Pazartesi,11:00,Kadin,Yuzme Havuzu,Ogrenci,15,8.4
Pazartesi,11:00,Kadin,Grup Stüdyosu,Ogrenci,21,8.3
Pazartesi,11:00,Kadin,SPA & Sauna,Standart,5,8.5
Pazartesi,12:00,Erkek,Agirlik Istasyonu,Premium,23,6.4
Pazartesi,12:00,Erkek,Kardiyo,Standart,4,7.9
Pazartesi,12:00,Erkek,Yuzme Havuzu,Ogrenci,12,7.3
Pazartesi,12:00,Erkek,Grup Stüdyosu,Premium,13,8.5
Pazartesi,12:00,Erkek,SPA & Sauna,Standart,8,9.1
Pazartesi,12:00,Kadin,Agirlik Istasyonu,Premium,11,7.8
Pazartesi,12:00,Kadin,Kardiyo,Standart,26,6.0
Pazartesi,12:00,Kadin,Yuzme Havuzu,VIP,5,9.5
Pazartesi,12:00,Kadin,Grup Stüdyosu,Standart,16,7.6
Pazartesi,12:00,Kadin,SPA & Sauna,Premium,7,6.8
Pazartesi,13:00,Erkek,Agirlik Istasyonu,Standart,21,8.6
Pazartesi,13:00,Erkek,Kardiyo,VIP,13,9.0
Pazartesi,13:00,Erkek,Yuzme Havuzu,Premium,5,8.9
Pazartesi,13:00,Erkek,Grup Stüdyosu,Standart,12,8.9
Pazartesi,13:00,Erkek,SPA & Sauna,Premium,13,6.9
Pazartesi,13:00,Kadin,Agirlik Istasyonu,Ogrenci,5,9.2
Pazartesi,13:00,Kadin,Kardiyo,VIP,16,7.7
Pazartesi,13:00,Kadin,Yuzme Havuzu,Premium,12,7.3
Pazartesi,13:00,Kadin,Grup Stüdyosu,Premium,23,7.1
Pazartesi,13:00,Kadin,SPA & Sauna,Ogrenci,8,7.5
Pazartesi,14:00,Erkek,Agirlik Istasyonu,Ogrenci,14,8.1
Pazartesi,14:00,Erkek,Kardiyo,VIP,3,7.2
Pazartesi,14:00,Erkek,Yuzme Havuzu,Ogrenci,8,6.7
Pazartesi,14:00,Erkek,Grup Stüdyosu,Standart,1,8.5
Pazartesi,14:00,Erkek,SPA & Sauna,Premium,14,8.4
Pazartesi,14:00,Kadin,Agirlik Istasyonu,VIP,14,8.0
Pazartesi,14:00,Kadin,Kardiyo,VIP,30,6.9
Pazartesi,14:00,Kadin,Yuzme Havuzu,VIP,6,8.3
Pazartesi,14:00,Kadin,Grup Stüdyosu,Premium,12,6.8
Pazartesi,14:00,Kadin,SPA & Sauna,VIP,10,7.4
Pazartesi,15:00,Erkek,Agirlik Istasyonu,Premium,18,8.3
Pazartesi,15:00,Erkek,Kardiyo,Ogrenci,7,7.6
Pazartesi,15:00,Erkek,Yuzme Havuzu,Standart,10,8.7
Pazartesi,15:00,Erkek,Grup Stüdyosu,Premium,8,7.8
Pazartesi,15:00,Erkek,SPA & Sauna,Ogrenci,9,9.0
Pazartesi,15:00,Kadin,Agirlik Istasyonu,Ogrenci,13,7.9
Pazartesi,15:00,Kadin,Kardiyo,Premium,14,7.3
Pazartesi,15:00,Kadin,Yuzme Havuzu,Ogrenci,15,8.3
Pazartesi,15:00,Kadin,Grup Stüdyosu,VIP,17,8.3
Pazartesi,15:00,Kadin,SPA & Sauna,Ogrenci,3,9.7
Pazartesi,16:00,Erkek,Agirlik Istasyonu,Premium,20,7.5
Pazartesi,16:00,Erkek,Kardiyo,VIP,10,7.0
Pazartesi,16:00,Erkek,Yuzme Havuzu,VIP,2,8.7
Pazartesi,16:00,Erkek,Grup Stüdyosu,VIP,1,7.7
Pazartesi,16:00,Erkek,SPA & Sauna,Premium,11,8.2
Pazartesi,16:00,Kadin,Agirlik Istasyonu,Ogrenci,1,8.3
Pazartesi,16:00,Kadin,Kardiyo,VIP,29,7.4
Pazartesi,16:00,Kadin,Yuzme Havuzu,Standart,8,7.0
Pazartesi,16:00,Kadin,Grup Stüdyosu,Premium,15,7.9
Pazartesi,16:00,Kadin,SPA & Sauna,Ogrenci,15,6.8
Pazartesi,17:00,Erkek,Agirlik Istasyonu,Standart,22,6.6
Pazartesi,17:00,Erkek,Kardiyo,Standart,17,7.6
Pazartesi,17:00,Erkek,Yuzme Havuzu,VIP,12,8.6
Pazartesi,17:00,Erkek,Grup Stüdyosu,Standart,11,9.3
Pazartesi,17:00,Erkek,SPA & Sauna,Standart,13,8.0
Pazartesi,17:00,Kadin,Agirlik Istasyonu,Premium,16,7.8
Pazartesi,17:00,Kadin,Kardiyo,Standart,21,8.1
Pazartesi,17:00,Kadin,Yuzme Havuzu,Standart,25,7.3
Pazartesi,17:00,Kadin,Grup Stüdyosu,Ogrenci,23,6.1
Pazartesi,17:00,Kadin,SPA & Sauna,Standart,17,6.8
Pazartesi,18:00,Erkek,Agirlik Istasyonu,VIP,38,7.3
Pazartesi,18:00,Erkek,Kardiyo,Premium,16,8.4
Pazartesi,18:00,Erkek,Yuzme Havuzu,Ogrenci,16,7.4
Pazartesi,18:00,Erkek,Grup Stüdyosu,Standart,16,8.4
Pazartesi,18:00,Erkek,SPA & Sauna,Premium,18,7.9
Pazartesi,18:00,Kadin,Agirlik Istasyonu,VIP,11,7.6
Pazartesi,18:00,Kadin,Kardiyo,Ogrenci,33,5.6
Pazartesi,18:00,Kadin,Yuzme Havuzu,Standart,19,8.4
Pazartesi,18:00,Kadin,Grup Stüdyosu,Standart,25,6.1
Pazartesi,18:00,Kadin,SPA & Sauna,Premium,16,8.8
Pazartesi,19:00,Erkek,Agirlik Istasyonu,Standart,35,6.2
Pazartesi,19:00,Erkek,Kardiyo,VIP,15,9.1
Pazartesi,19:00,Erkek,Yuzme Havuzu,Premium,22,6.1
Pazartesi,19:00,Erkek,Grup Stüdyosu,VIP,8,9.0
Pazartesi,19:00,Erkek,SPA & Sauna,Standart,14,7.3
Pazartesi,19:00,Kadin,Agirlik Istasyonu,VIP,16,7.0
Pazartesi,19:00,Kadin,Kardiyo,Ogrenci,23,7.7
Pazartesi,19:00,Kadin,Yuzme Havuzu,Standart,11,8.8
Pazartesi,19:00,Kadin,Grup Stüdyosu,VIP,26,8.0
Pazartesi,19:00,Kadin,SPA & Sauna,Standart,7,7.5
Pazartesi,20:00,Erkek,Agirlik Istasyonu,Premium,20,7.7
Pazartesi,20:00,Erkek,Kardiyo,Premium,19,6.3
Pazartesi,20:00,Erkek,Yuzme Havuzu,VIP,9,8.8
Pazartesi,20:00,Erkek,Grup Stüdyosu,VIP,12,9.2
Pazartesi,20:00,Erkek,SPA & Sauna,VIP,12,9.0
Pazartesi,20:00,Kadin,Agirlik Istasyonu,Premium,18,8.2
Pazartesi,20:00,Kadin,Kardiyo,VIP,26,7.3
Pazartesi,20:00,Kadin,Yuzme Havuzu,Ogrenci,17,8.7
Pazartesi,20:00,Kadin,Grup Stüdyosu,Premium,21,7.6
Pazartesi,20:00,Kadin,SPA & Sauna,VIP,20,7.3
Pazartesi,21:00,Erkek,Agirlik Istasyonu,VIP,19,6.1
Pazartesi,21:00,Erkek,Kardiyo,VIP,11,6.6
Pazartesi,21:00,Erkek,Yuzme Havuzu,VIP,10,8.9
Pazartesi,21:00,Erkek,Grup Stüdyosu,Ogrenci,12,9.4
Pazartesi,21:00,Erkek,SPA & Sauna,VIP,10,7.5
Pazartesi,21:00,Kadin,Agirlik Istasyonu,Ogrenci,5,8.8
Pazartesi,21:00,Kadin,Kardiyo,Standart,21,6.0
Pazartesi,21:00,Kadin,Yuzme Havuzu,VIP,10,8.5
Pazartesi,21:00,Kadin,Grup Stüdyosu,Premium,29,6.0
Pazartesi,21:00,Kadin,SPA & Sauna,Standart,14,7.0
Pazartesi,22:00,Erkek,Agirlik Istasyonu,VIP,28,7.8
Pazartesi,22:00,Erkek,Kardiyo,Premium,10,7.0
Pazartesi,22:00,Erkek,Yuzme Havuzu,Ogrenci,11,8.0
Pazartesi,22:00,Erkek,Grup Stüdyosu,Premium,13,7.9
Pazartesi,22:00,Erkek,SPA & Sauna,Premium,14,7.2
Pazartesi,22:00,Kadin,Agirlik Istasyonu,Ogrenci,5,7.0
Pazartesi,22:00,Kadin,Kardiyo,Standart,11,7.1
Pazartesi,22:00,Kadin,Yuzme Havuzu,Standart,5,9.0
Pazartesi,22:00,Kadin,Grup Stüdyosu,Standart,16,7.9
Pazartesi,22:00,Kadin,SPA & Sauna,Premium,3,7.9
Sali,07:00,Erkek,Agirlik Istasyonu,Standart,20,7.3
Sali,07:00,Erkek,Kardiyo,Premium,4,7.0
Sali,07:00,Erkek,Yuzme Havuzu,Ogrenci,14,7.7
Sali,07:00,Erkek,Grup Stüdyosu,VIP,3,7.8
Sali,07:00,Erkek,SPA & Sauna,VIP,8,8.5
Sali,07:00,Kadin,Agirlik Istasyonu,Premium,10,7.4
Sali,07:00,Kadin,Kardiyo,Premium,18,8.4
Sali,07:00,Kadin,Yuzme Havuzu,Ogrenci,1,7.1
Sali,07:00,Kadin,Grup Stüdyosu,VIP,12,7.6
Sali,07:00,Kadin,SPA & Sauna,Premium,6,7.9
Sali,08:00,Erkek,Agirlik Istasyonu,VIP,21,6.8
Sali,08:00,Erkek,Kardiyo,VIP,13,7.0
Sali,08:00,Erkek,Yuzme Havuzu,Standart,13,8.8
Sali,08:00,Erkek,Grup Stüdyosu,Ogrenci,3,7.3
Sali,08:00,Erkek,SPA & Sauna,Premium,1,8.0
Sali,08:00,Kadin,Agirlik Istasyonu,Premium,14,8.3
Sali,08:00,Kadin,Kardiyo,VIP,30,6.4
Sali,08:00,Kadin,Yuzme Havuzu,VIP,4,9.2
Sali,08:00,Kadin,Grup Stüdyosu,VIP,19,8.3
Sali,08:00,Kadin,SPA & Sauna,VIP,11,9.4
Sali,09:00,Erkek,Agirlik Istasyonu,Ogrenci,12,8.0
Sali,09:00,Erkek,Kardiyo,Standart,13,8.4
Sali,09:00,Erkek,Yuzme Havuzu,Ogrenci,15,6.8
Sali,09:00,Erkek,Grup Stüdyosu,Premium,6,8.3
Sali,09:00,Erkek,SPA & Sauna,Ogrenci,5,8.6
Sali,09:00,Kadin,Agirlik Istasyonu,Standart,4,7.9
Sali,09:00,Kadin,Kardiyo,Premium,22,6.9
Sali,09:00,Kadin,Yuzme Havuzu,Premium,2,8.1
Sali,09:00,Kadin,Grup Stüdyosu,VIP,14,8.8
Sali,09:00,Kadin,SPA & Sauna,VIP,2,8.7
Sali,10:00,Erkek,Agirlik Istasyonu,Premium,11,8.0
Sali,10:00,Erkek,Kardiyo,VIP,9,7.0
Sali,10:00,Erkek,Yuzme Havuzu,Standart,6,8.8
Sali,10:00,Erkek,Grup Stüdyosu,Standart,12,7.4
Sali,10:00,Erkek,SPA & Sauna,Premium,2,7.4
Sali,10:00,Kadin,Agirlik Istasyonu,VIP,5,9.7
Sali,10:00,Kadin,Kardiyo,Ogrenci,24,8.1
Sali,10:00,Kadin,Yuzme Havuzu,Premium,7,7.2
Sali,10:00,Kadin,Grup Stüdyosu,Premium,13,7.8
Sali,10:00,Kadin,SPA & Sauna,Standart,8,8.9
Sali,11:00,Erkek,Agirlik Istasyonu,Premium,14,9.1
Sali,11:00,Erkek,Kardiyo,Standart,15,8.6
Sali,11:00,Erkek,Yuzme Havuzu,Ogrenci,10,8.0
Sali,11:00,Erkek,Grup Stüdyosu,Ogrenci,13,7.9
Sali,11:00,Erkek,SPA & Sauna,Standart,3,6.9
Sali,11:00,Kadin,Agirlik Istasyonu,Standart,14,9.0
Sali,11:00,Kadin,Kardiyo,Standart,7,8.5
Sali,11:00,Kadin,Yuzme Havuzu,VIP,4,8.4
Sali,11:00,Kadin,Grup Stüdyosu,Ogrenci,19,6.1
Sali,11:00,Kadin,SPA & Sauna,VIP,14,7.4
Sali,12:00,Erkek,Agirlik Istasyonu,VIP,20,8.1
Sali,12:00,Erkek,Kardiyo,Premium,14,7.4
Sali,12:00,Erkek,Yuzme Havuzu,VIP,2,9.4
Sali,12:00,Erkek,Grup Stüdyosu,VIP,4,7.3
Sali,12:00,Erkek,SPA & Sauna,Premium,1,7.8
Sali,12:00,Kadin,Agirlik Istasyonu,VIP,6,7.4
Sali,12:00,Kadin,Kardiyo,VIP,16,8.3
Sali,12:00,Kadin,Yuzme Havuzu,Premium,11,9.0
Sali,12:00,Kadin,Grup Stüdyosu,Premium,22,8.9
Sali,12:00,Kadin,SPA & Sauna,VIP,7,9.2
Sali,13:00,Erkek,Agirlik Istasyonu,VIP,21,6.2
Sali,13:00,Erkek,Kardiyo,Standart,15,6.6
Sali,13:00,Erkek,Yuzme Havuzu,VIP,11,6.9
Sali,13:00,Erkek,Grup Stüdyosu,VIP,14,7.0
Sali,13:00,Erkek,SPA & Sauna,Ogrenci,12,6.9
Sali,13:00,Kadin,Agirlik Istasyonu,VIP,10,9.2
Sali,13:00,Kadin,Kardiyo,Premium,23,7.7
Sali,13:00,Kadin,Yuzme Havuzu,Ogrenci,12,8.5
Sali,13:00,Kadin,Grup Stüdyosu,Standart,15,8.5
Sali,13:00,Kadin,SPA & Sauna,Premium,6,8.6
Sali,14:00,Erkek,Agirlik Istasyonu,Ogrenci,18,8.4
Sali,14:00,Erkek,Kardiyo,Ogrenci,2,7.0
Sali,14:00,Erkek,Yuzme Havuzu,Ogrenci,7,8.6
Sali,14:00,Erkek,Grup Stüdyosu,Premium,5,8.5
Sali,14:00,Erkek,SPA & Sauna,VIP,7,6.7
Sali,14:00,Kadin,Agirlik Istasyonu,Premium,6,8.0
Sali,14:00,Kadin,Kardiyo,Standart,13,6.5
Sali,14:00,Kadin,Yuzme Havuzu,Standart,14,7.1
Sali,14:00,Kadin,Grup Stüdyosu,Ogrenci,16,7.4
Sali,14:00,Kadin,SPA & Sauna,Ogrenci,13,6.9
Sali,15:00,Erkek,Agirlik Istasyonu,Standart,17,8.6
Sali,15:00,Erkek,Kardiyo,Standart,10,7.7
Sali,15:00,Erkek,Yuzme Havuzu,Premium,12,6.9
Sali,15:00,Erkek,Grup Stüdyosu,Premium,12,6.8
Sali,15:00,Erkek,SPA & Sauna,Ogrenci,10,8.8
Sali,15:00,Kadin,Agirlik Istasyonu,Ogrenci,15,6.8
Sali,15:00,Kadin,Kardiyo,Ogrenci,22,7.2
Sali,15:00,Kadin,Yuzme Havuzu,Standart,10,7.4
Sali,15:00,Kadin,Grup Stüdyosu,VIP,21,7.9
Sali,15:00,Kadin,SPA & Sauna,Premium,4,9.7
Sali,16:00,Erkek,Agirlik Istasyonu,Ogrenci,20,6.9
Sali,16:00,Erkek,Kardiyo,VIP,3,9.7
Sali,16:00,Erkek,Yuzme Havuzu,VIP,12,8.1
Sali,16:00,Erkek,Grup Stüdyosu,Standart,1,9.6
Sali,16:00,Erkek,SPA & Sauna,Standart,4,8.7
Sali,16:00,Kadin,Agirlik Istasyonu,VIP,7,9.0
Sali,16:00,Kadin,Kardiyo,Ogrenci,16,8.0
Sali,16:00,Kadin,Yuzme Havuzu,Premium,1,7.7
Sali,16:00,Kadin,Grup Stüdyosu,Ogrenci,24,8.7
Sali,16:00,Kadin,SPA & Sauna,Standart,12,7.7
Sali,17:00,Erkek,Agirlik Istasyonu,Standart,25,6.8
Sali,17:00,Erkek,Kardiyo,Premium,13,8.2
Sali,17:00,Erkek,Yuzme Havuzu,Standart,23,8.4
Sali,17:00,Erkek,Grup Stüdyosu,Ogrenci,25,6.9
Sali,17:00,Erkek,SPA & Sauna,Ogrenci,16,6.5
Sali,17:00,Kadin,Agirlik Istasyonu,Premium,18,8.5
Sali,17:00,Kadin,Kardiyo,Premium,28,5.8
Sali,17:00,Kadin,Yuzme Havuzu,Standart,21,8.1
Sali,17:00,Kadin,Grup Stüdyosu,VIP,24,8.8
Sali,17:00,Kadin,SPA & Sauna,Premium,13,7.6
Sali,18:00,Erkek,Agirlik Istasyonu,Premium,19,6.3
Sali,18:00,Erkek,Kardiyo,VIP,15,6.5
Sali,18:00,Erkek,Yuzme Havuzu,Standart,10,7.0
Sali,18:00,Erkek,Grup Stüdyosu,Premium,14,6.8
Sali,18:00,Erkek,SPA & Sauna,VIP,23,8.7
Sali,18:00,Kadin,Agirlik Istasyonu,Standart,16,8.8
Sali,18:00,Kadin,Kardiyo,Premium,33,5.6
Sali,18:00,Kadin,Yuzme Havuzu,Standart,19,7.6
Sali,18:00,Kadin,Grup Stüdyosu,Ogrenci,31,8.1
Sali,18:00,Kadin,SPA & Sauna,VIP,18,8.7
Sali,19:00,Erkek,Agirlik Istasyonu,Premium,19,8.5
Sali,19:00,Erkek,Kardiyo,Ogrenci,17,7.9
Sali,19:00,Erkek,Yuzme Havuzu,VIP,23,7.3
Sali,19:00,Erkek,Grup Stüdyosu,Premium,18,6.2
Sali,19:00,Erkek,SPA & Sauna,Standart,11,7.9
Sali,19:00,Kadin,Agirlik Istasyonu,Ogrenci,21,7.8
Sali,19:00,Kadin,Kardiyo,VIP,21,6.5
Sali,19:00,Kadin,Yuzme Havuzu,Premium,7,9.1
Sali,19:00,Kadin,Grup Stüdyosu,Standart,29,6.5
Sali,19:00,Kadin,SPA & Sauna,Standart,9,7.9
Sali,20:00,Erkek,Agirlik Istasyonu,Premium,23,8.3
Sali,20:00,Erkek,Kardiyo,VIP,9,8.0
Sali,20:00,Erkek,Yuzme Havuzu,Standart,8,9.1
Sali,20:00,Erkek,Grup Stüdyosu,Ogrenci,10,6.6
Sali,20:00,Erkek,SPA & Sauna,Ogrenci,20,8.4
Sali,20:00,Kadin,Agirlik Istasyonu,Standart,11,7.0
Sali,20:00,Kadin,Kardiyo,VIP,30,7.4
Sali,20:00,Kadin,Yuzme Havuzu,Premium,13,7.0
Sali,20:00,Kadin,Grup Stüdyosu,Ogrenci,27,7.7
Sali,20:00,Kadin,SPA & Sauna,Standart,16,6.8
Sali,21:00,Erkek,Agirlik Istasyonu,VIP,13,6.6
Sali,21:00,Erkek,Kardiyo,Premium,5,6.8
Sali,21:00,Erkek,Yuzme Havuzu,VIP,10,8.8
Sali,21:00,Erkek,Grup Stüdyosu,Standart,2,8.0
Sali,21:00,Erkek,SPA & Sauna,VIP,5,9.0
Sali,21:00,Kadin,Agirlik Istasyonu,Standart,7,6.8
Sali,21:00,Kadin,Kardiyo,VIP,19,8.9
Sali,21:00,Kadin,Yuzme Havuzu,Ogrenci,10,8.4
Sali,21:00,Kadin,Grup Stüdyosu,Standart,25,7.8
Sali,21:00,Kadin,SPA & Sauna,VIP,14,7.4
Sali,22:00,Erkek,Agirlik Istasyonu,VIP,10,9.1
Sali,22:00,Erkek,Kardiyo,Premium,15,6.7
Sali,22:00,Erkek,Yuzme Havuzu,VIP,6,8.2
Sali,22:00,Erkek,Grup Stüdyosu,Standart,8,8.5
Sali,22:00,Erkek,SPA & Sauna,Ogrenci,12,7.7
Sali,22:00,Kadin,Agirlik Istasyonu,Premium,2,9.3
Sali,22:00,Kadin,Kardiyo,Premium,18,6.3
Sali,22:00,Kadin,Yuzme Havuzu,Premium,2,8.6
Sali,22:00,Kadin,Grup Stüdyosu,Premium,13,6.6
Sali,22:00,Kadin,SPA & Sauna,Premium,8,9.4
Carsamba,07:00,Erkek,Agirlik Istasyonu,Standart,30,6.4
Carsamba,07:00,Erkek,Kardiyo,Ogrenci,14,9.0
Carsamba,07:00,Erkek,Yuzme Havuzu,Premium,12,6.8
Carsamba,07:00,Erkek,Grup Stüdyosu,VIP,7,9.0
Carsamba,07:00,Erkek,SPA & Sauna,Standart,3,8.4
Carsamba,07:00,Kadin,Agirlik Istasyonu,Standart,14,7.0
Carsamba,07:00,Kadin,Kardiyo,Premium,23,8.4
Carsamba,07:00,Kadin,Yuzme Havuzu,VIP,5,7.4
Carsamba,07:00,Kadin,Grup Stüdyosu,Standart,17,8.7
Carsamba,07:00,Kadin,SPA & Sauna,VIP,10,8.2
Carsamba,08:00,Erkek,Agirlik Istasyonu,Premium,20,8.9
Carsamba,08:00,Erkek,Kardiyo,Standart,12,9.1
Carsamba,08:00,Erkek,Yuzme Havuzu,Premium,7,7.9
Carsamba,08:00,Erkek,Grup Stüdyosu,Ogrenci,5,9.4
Carsamba,08:00,Erkek,SPA & Sauna,Ogrenci,5,8.5
Carsamba,08:00,Kadin,Agirlik Istasyonu,Premium,7,6.7
Carsamba,08:00,Kadin,Kardiyo,Ogrenci,13,7.4
Carsamba,08:00,Kadin,Yuzme Havuzu,VIP,3,9.8
Carsamba,08:00,Kadin,Grup Stüdyosu,Standart,9,9.0
Carsamba,08:00,Kadin,SPA & Sauna,Ogrenci,2,8.2
Carsamba,09:00,Erkek,Agirlik Istasyonu,VIP,25,7.1
Carsamba,09:00,Erkek,Kardiyo,Ogrenci,3,8.7
Carsamba,09:00,Erkek,Yuzme Havuzu,VIP,11,7.3
Carsamba,09:00,Erkek,Grup Stüdyosu,VIP,11,9.2
Carsamba,09:00,Erkek,SPA & Sauna,Standart,7,8.9
Carsamba,09:00,Kadin,Agirlik Istasyonu,VIP,4,8.3
Carsamba,09:00,Kadin,Kardiyo,Ogrenci,16,8.5
Carsamba,09:00,Kadin,Yuzme Havuzu,VIP,7,8.9
Carsamba,09:00,Kadin,Grup Stüdyosu,VIP,23,8.2
Carsamba,09:00,Kadin,SPA & Sauna,Standart,11,6.9
Carsamba,10:00,Erkek,Agirlik Istasyonu,Standart,28,6.8
Carsamba,10:00,Erkek,Kardiyo,Ogrenci,2,8.6
Carsamba,10:00,Erkek,Yuzme Havuzu,Ogrenci,12,7.9
Carsamba,10:00,Erkek,Grup Stüdyosu,Premium,11,7.7
Carsamba,10:00,Erkek,SPA & Sauna,VIP,12,6.6
Carsamba,10:00,Kadin,Agirlik Istasyonu,Premium,2,9.0
Carsamba,10:00,Kadin,Kardiyo,Standart,9,8.1
Carsamba,10:00,Kadin,Yuzme Havuzu,Premium,7,9.0
Carsamba,10:00,Kadin,Grup Stüdyosu,Premium,10,9.3
Carsamba,10:00,Kadin,SPA & Sauna,VIP,3,9.7
Carsamba,11:00,Erkek,Agirlik Istasyonu,Premium,21,8.2
Carsamba,11:00,Erkek,Kardiyo,VIP,1,7.3
Carsamba,11:00,Erkek,Yuzme Havuzu,Premium,13,7.2
Carsamba,11:00,Erkek,Grup Stüdyosu,VIP,7,9.1
Carsamba,11:00,Erkek,SPA & Sauna,Standart,3,7.4
Carsamba,11:00,Kadin,Agirlik Istasyonu,Ogrenci,10,7.1
Carsamba,11:00,Kadin,Kardiyo,VIP,12,6.7
Carsamba,11:00,Kadin,Yuzme Havuzu,VIP,2,9.5
Carsamba,11:00,Kadin,Grup Stüdyosu,Ogrenci,26,6.1
Carsamba,11:00,Kadin,SPA & Sauna,Ogrenci,4,7.0
Carsamba,12:00,Erkek,Agirlik Istasyonu,Premium,23,8.8
Carsamba,12:00,Erkek,Kardiyo,VIP,15,6.4
Carsamba,12:00,Erkek,Yuzme Havuzu,Premium,8,9.5
Carsamba,12:00,Erkek,Grup Stüdyosu,Premium,8,7.6
Carsamba,12:00,Erkek,SPA & Sauna,Premium,13,8.3
Carsamba,12:00,Kadin,Agirlik Istasyonu,Premium,7,7.0
Carsamba,12:00,Kadin,Kardiyo,Premium,17,9.1
Carsamba,12:00,Kadin,Yuzme Havuzu,Standart,8,9.5
Carsamba,12:00,Kadin,Grup Stüdyosu,Premium,14,6.8
Carsamba,12:00,Kadin,SPA & Sauna,VIP,8,8.6
Carsamba,13:00,Erkek,Agirlik Istasyonu,Premium,6,8.3
Carsamba,13:00,Erkek,Kardiyo,Standart,6,6.8
Carsamba,13:00,Erkek,Yuzme Havuzu,VIP,4,7.4
Carsamba,13:00,Erkek,Grup Stüdyosu,Ogrenci,12,8.6
Carsamba,13:00,Erkek,SPA & Sauna,Premium,13,8.4
Carsamba,13:00,Kadin,Agirlik Istasyonu,Premium,3,8.4
Carsamba,13:00,Kadin,Kardiyo,Premium,18,8.7
Carsamba,13:00,Kadin,Yuzme Havuzu,Premium,5,7.1
Carsamba,13:00,Kadin,Grup Stüdyosu,VIP,11,6.8
Carsamba,13:00,Kadin,SPA & Sauna,VIP,14,8.2
Carsamba,14:00,Erkek,Agirlik Istasyonu,VIP,16,7.6
Carsamba,14:00,Erkek,Kardiyo,Ogrenci,8,8.3
Carsamba,14:00,Erkek,Yuzme Havuzu,Ogrenci,4,8.8
Carsamba,14:00,Erkek,Grup Stüdyosu,Standart,8,9.4
Carsamba,14:00,Erkek,SPA & Sauna,VIP,1,9.7
Carsamba,14:00,Kadin,Agirlik Istasyonu,Premium,12,8.9
Carsamba,14:00,Kadin,Kardiyo,Premium,26,5.8
Carsamba,14:00,Kadin,Yuzme Havuzu,Premium,10,8.0
Carsamba,14:00,Kadin,Grup Stüdyosu,Standart,10,7.2
Carsamba,14:00,Kadin,SPA & Sauna,Standart,1,9.0
Carsamba,15:00,Erkek,Agirlik Istasyonu,Standart,8,9.3
Carsamba,15:00,Erkek,Kardiyo,Premium,1,9.5
Carsamba,15:00,Erkek,Yuzme Havuzu,Premium,13,8.1
Carsamba,15:00,Erkek,Grup Stüdyosu,Premium,15,8.4
Carsamba,15:00,Erkek,SPA & Sauna,Premium,9,9.3
Carsamba,15:00,Kadin,Agirlik Istasyonu,Premium,3,8.8
Carsamba,15:00,Kadin,Kardiyo,Standart,21,6.3
Carsamba,15:00,Kadin,Yuzme Havuzu,Premium,13,8.5
Carsamba,15:00,Kadin,Grup Stüdyosu,VIP,11,8.7
Carsamba,15:00,Kadin,SPA & Sauna,Premium,10,9.4
Carsamba,16:00,Erkek,Agirlik Istasyonu,Premium,28,8.0
Carsamba,16:00,Erkek,Kardiyo,Ogrenci,4,8.0
Carsamba,16:00,Erkek,Yuzme Havuzu,Ogrenci,12,6.5
Carsamba,16:00,Erkek,Grup Stüdyosu,Premium,5,7.5
Carsamba,16:00,Erkek,SPA & Sauna,Ogrenci,3,6.9
Carsamba,16:00,Kadin,Agirlik Istasyonu,Standart,15,6.3
Carsamba,16:00,Kadin,Kardiyo,VIP,24,6.9
Carsamba,16:00,Kadin,Yuzme Havuzu,Premium,7,8.6
Carsamba,16:00,Kadin,Grup Stüdyosu,Premium,12,7.4
Carsamba,16:00,Kadin,SPA & Sauna,Premium,7,7.3
Carsamba,17:00,Erkek,Agirlik Istasyonu,Ogrenci,23,7.4
Carsamba,17:00,Erkek,Kardiyo,Ogrenci,11,8.7
Carsamba,17:00,Erkek,Yuzme Havuzu,VIP,21,6.7
Carsamba,17:00,Erkek,Grup Stüdyosu,Premium,21,8.3
Carsamba,17:00,Erkek,SPA & Sauna,VIP,13,7.0
Carsamba,17:00,Kadin,Agirlik Istasyonu,Ogrenci,12,8.5
Carsamba,17:00,Kadin,Kardiyo,Ogrenci,24,8.4
Carsamba,17:00,Kadin,Yuzme Havuzu,Standart,23,5.9
Carsamba,17:00,Kadin,Grup Stüdyosu,Premium,26,7.3
Carsamba,17:00,Kadin,SPA & Sauna,Ogrenci,16,8.2
Carsamba,18:00,Erkek,Agirlik Istasyonu,VIP,25,5.8
Carsamba,18:00,Erkek,Kardiyo,Ogrenci,20,6.8
Carsamba,18:00,Erkek,Yuzme Havuzu,Standart,20,9.0
Carsamba,18:00,Erkek,Grup Stüdyosu,Standart,6,6.9
Carsamba,18:00,Erkek,SPA & Sauna,Ogrenci,13,7.1
Carsamba,18:00,Kadin,Agirlik Istasyonu,Premium,13,7.0
Carsamba,18:00,Kadin,Kardiyo,VIP,34,6.4
Carsamba,18:00,Kadin,Yuzme Havuzu,VIP,19,8.2
Carsamba,18:00,Kadin,Grup Stüdyosu,Standart,19,8.4
